,artists,track,album,time (s),popularity,year,id
6253,['Ray Charles'],Two Years of Torture - 2016 Mono Remaster,The Atlantic Studio Albums in Mono (Remaster),205.439,13,2016,2mlRlAHjO5ia4ALDME6hOp
6254,['Weathers'],Happy Pills,Happy Pills,203.08,77,2016,3zjjzKg16tczCMwckGKGuH
6255,"['Dani Row', 'Jarvin Navarrete', 'Alberto Feria']",Drumsta Monsta,Minimal Year 2016,331.889,33,2016,5wDejV6xISat3JO96Kmfbi
6256,['Rihanna'],Sex With Me,ANTI (Deluxe),206.4,77,2016,7BiELrM90hRxpozaIXbsLw
6257,['The Cars'],Got a Lot on My Head - 2016 Remaster,The Elektra Years 1978 - 1987,179.333,12,2016,6OFLZXWtBxUgwS2JS9tcRG
6258,"['Florida Georgia Line', 'Tim McGraw']",May We All,Dig Your Roots,226.173,73,2016,498ZVInMGDkmmNVpSWqHiZ
6259,['The Cars'],Gimme Some Slack - 2016 Remaster,The Elektra Years 1978 - 1987,214.186,8,2016,5yJyLNtQnYRibDd6AmoQ0s
6260,['Keith Urban'],Blue Ain't Your Color,Ripcord,230.6,72,2016,6wycnu8FWXsj68ig7BEot9
6261,['The Cars'],Lust for Kicks - 2016 Remaster,The Elektra Years 1978 - 1987,232.693,9,2016,0wAhYVqDSDUXBs9Sfoun37
6262,['Rihanna'],Desperado,ANTI (Deluxe),186.466,78,2016,4mCf3vQf7z0Yseo0RxAi3V
6263,['The Cars'],Everything You Say - 2016 Remaster,The Elektra Years 1978 - 1987,294.053,9,2016,4DoxtPwgs7gJH6zs1HfUtU
6264,['KALEO'],Way down We Go,A/B,213.706,81,2016,0y1QJc3SJVPKJ1OvFmFqe6
6265,['Angelo Kelly'],I'll Tell Me Ma - 2016 Version,10 Years,156.2,25,2016,3YyZ5XwO1Xz6tzL9OIAi2R
6266,"['Gucci Mane', 'Drake']",Both (feat. Drake),The Return of East Atlanta Santa,190.311,74,2016,5tFep7dXGd7vEJ668wTPux
6267,['The Cars'],Strap Me In - 2016 Remaster,The Elektra Years 1978 - 1987,264.28,9,2016,3tbFH0Y53209c1LSJ16sKk
6268,['Brent Faiyaz'],Poison,Poison,212.992,74,2016,5NijSs5dAwaIybq1GaRTIe
6269,['Placebo'],"Twenty Years - Piano Version Live at Evening Urgant, Moscow 2016",Life's What You Make It,262.513,7,2016,2h6W4CMfaDkIoBxFyhCui9
6270,['Bad Bunny'],Soy Peor,Soy Peor,257.384,80,2016,1JxhrUWZjuI8AOjDJ1JpMN
6271,['Lukas'],7 Years,Summer Hits 2016,232.0,19,2016,0zS9JGXKwhawRct4wWxvJK
6272,"['Mag.Lo', 'O Super']",Never,Never,384.116,76,2016,7fwE3Nr0RsTzYOocfu2XbV
6273,['The Rolling Stones'],2000 Light Years From Home - Mono,The Rolling Stones In Mono (Remastered 2016),284.56,13,2016,4G3txOqMyTV6j9HwuY2ygd
6274,['James Arthur'],Can I Be Him,Back from the Edge,246.88,80,2016,0VhgEqMTNZwYL1ARDLLNCX
6275,['Bonnie Raitt'],What Is Success - 2008 Remaster,Playlist: The Best of the Warner Bros. Years (2016 Remaster),212.133,14,2016,7xqPTU5htuSXJso2JORV3j
6276,['Sia'],Cheap Thrills,This Is Acting (Deluxe Version),211.666,75,2016,3S4px9f4lceWdKf0gWciFu
6277,['Bonnie Raitt'],Home - 2008 Remaster,Playlist: The Best of the Warner Bros. Years (2016 Remaster),208.093,13,2016,3FlWfYhNfc6HbskyaXak2Y
6278,['Muscadine Bloodline'],Porch Swing Angel,Porch Swing Angel,230.272,71,2016,50QL2fqn6EDwpBUJ5QaQ4m
6279,['ABSRDST'],Vore,2016 Was 666 Years Ago,145.892,11,2016,0fbKj3nuDpcf24OajQAMt2
6280,['Mac Miller'],Donald Trump,Best Day Ever (5th Anniversary Remastered Edition),164.522,73,2016,5oMkgWZqmKjaJHrsXcsZZy
6281,['Murray Head'],One Night In Bangkok - From “Chess” / Remastered 2016,80s New Year's Party,193.44,16,2016,5kYbYvJJC9n5riLdpu0Jt3
6282,['Frank Ocean'],Nikes,Blonde,314.075,75,2016,19YKaevk2bce4odJkP5L22
6283,['The Cars'],Cruiser - 2016 Remaster,The Elektra Years 1978 - 1987,296.893,9,2016,1jSAKFwdZED4RKspXUGFHu
6284,['Verzache'],The Loser,The Loser,131.586,76,2016,0yTGQpPOgcsS8Xqp5bQO58
6285,['The Cars'],Panorama - 2016 Remaster,The Elektra Years 1978 - 1987,345.093,8,2016,4KMA6iDuzV9vMxzGtTF56s
6286,['Sik World'],7 Years (Remix),7 Years (Remix),134.197,76,2016,1kFlDnWmBTvCBxxeGDpIdp
6287,['Bonnie Raitt'],Bluebird - 2008 Remaster,Playlist: The Best of the Warner Bros. Years (2016 Remaster),209.133,12,2016,2qgOxYWuCW0FIRNXAtkkhw
6288,['The Weeknd'],Reminder,Starboy,218.88,77,2016,37F0uwRSrdzkBiuj0D5UHI
6289,['Bonnie Raitt'],Thank You - 2008 Remaster,Playlist: The Best of the Warner Bros. Years (2016 Remaster),170.8,13,2016,0nmVdmfSNADK1gxEWefZZj
6290,"['Major Lazer', 'Justin Bieber', 'MØ']",Cold Water,Cold Water,185.36,73,2016,7zsXy7vlHdItvUSH8EwQss
6291,['Puchi Colon'],Have Your Way,20 Years (1996 - 2016),293.225,13,2016,24B21q58odPXwQuNItdr8k
6292,['Skillet'],Feel Invincible,Unleashed,229.933,77,2016,0i8JFpqe9cKwnrcvoNgl1L
6293,['The Cars'],Stranger Eyes - 2016 Remaster,The Elektra Years 1978 - 1987,264.826,8,2016,3AZVRJ3YKlnVszwEDp2vG1
6294,['Cody Johnson'],Wild as You,Gotta Be Me,186.066,70,2016,4IZOdhEvXYWqh5XAXYzBk3
6295,['Twisted Sister'],Hot Love - 2016 Remaster,The Best of the Atlantic Years,213.786,14,2016,2XU65ut7QbKfZwxoXFTp7i
6296,['Bruno Mars'],Versace on the Floor,24K Magic,261.24,78,2016,0kN8xEmgMW9mh7UmDYHlJP
6297,['ABSRDST'],Copykat,2016 Was 666 Years Ago,164.205,11,2016,2wOw0KoTl8n6fTqQGlTVWN
6298,"['Shelley FKA DRAM', 'Lil Yachty']",Broccoli,Broccoli,225.205,70,2016,0qy5D3OJre7SPJNMOL9I71
6299,['The Cars'],A Dream Away - 2016 Remaster,The Elektra Years 1978 - 1987,340.226,8,2016,6ZeMrJtDwOu1lC0nXCBnpC
6300,['Two Feet'],Go Fuck Yourself,First Steps,129.599,81,2016,4NZrZgrRoR4GwR7flWOXRI
6301,['The Cars'],Victim of Love - 2016 Remaster,The Elektra Years 1978 - 1987,264.32,8,2016,4vLxUs5AaSDQHoBJ2dgMaK
6302,['The Weeknd'],Party Monster,Starboy,249.213,77,2016,4F7A0DXBrmUAkp32uenhZt
6303,"['Airwolf Paradise', 'Stace Cadet', 'Yasumo']",Talking Bass - Yasumo Remix,etcetc Yearbook: 2016,282.0,19,2016,5GVkmWeEhwLJThSwLAzPrB
6304,"['Flume', 'kai']",Never Be Like You (feat. Kai),Skin,234.909,71,2016,5WI2ltQIdwgzf1SNE76JyR
6305,['Bonnie Raitt'],Louise - 2008 Remaster,Playlist: The Best of the Warner Bros. Years (2016 Remaster),165.0,13,2016,7aX4xPpJNmSIfNHn3JB5Af
6306,['Daya'],"Sit Still, Look Pretty","Sit Still, Look Pretty",202.221,77,2016,0EGuSSpuu9wmHCtvb4PdLO
6307,['Twisted Sister'],You Want What We Got - 2016 Remaster,The Best of the Atlantic Years,261.16,15,2016,6x1t4QjlIXe8iiCPZJvnkP
6308,['Lil Uzi Vert'],Ps & Qs,Lil Uzi Vert vs. The World,221.538,72,2016,1gGsNNUfvVMOv4llVMg8Vg
6309,['Mental Minority'],Solitary Nights,The year was 2016...,287.253,14,2016,04R0e7CVy6QtTNwvZppZ46
6310,['BTS'],Blood Sweat & Tears,Wings,217.051,81,2016,2u54HNQamwFuOMLSuhSRom
6311,['The Cars'],You Can't Hold on Too Long - 2016 Remaster,The Elektra Years 1978 - 1987,169.106,9,2016,0i2PwBsyeh7dfaiXaoRJnN
6312,['Mitski'],A Burning Hill,Puberty 2,109.627,75,2016,6gz3orrUlKresI8GShSkdq
6313,['Kit Chan'],家 - 華語版,My August 9th - 50 Wonderful Years (2016 Edition),254.133,26,2016,04nf4eXur8d2NoDBcOmHOp
6314,['Lil Peep'],Gym Class,Gym Class,217.0,75,2016,08AJ0xQv5LRZsvXf1Jkr2y
6315,['Bonnie Raitt'],That Song About the Midway - 2008 Remaster,Playlist: The Best of the Warner Bros. Years (2016 Remaster),284.6,11,2016,0MVWbAlMwOO7JJ1N9m0csl
6316,"['Christopher Jackson', 'Rachel House', 'Nicole Scherzinger', ""Auli'i Cravalho"", 'Louise Bush']",Where You Are,Moana (Original Motion Picture Soundtrack/Deluxe Edition),210.32,73,2016,2bwSCIuNtVrQPVddCi8sOW
6317,['Twisted Sister'],S.M.F. - 2016 Remaster,The Best of the Atlantic Years,181.533,13,2016,4Q91hybDn6rCNdB0QsvWKs
6318,"['Martin Garrix', 'Bebe Rexha']",In the Name of Love,In the Name of Love,195.706,81,2016,23L5CiUhw2jV1OIMwthR3S
6319,['The Cars'],Double Trouble - 2016 Remaster,The Elektra Years 1978 - 1987,254.52,8,2016,5ybMu5FrH2zLD84WWbAyaM
6320,['Kanye West'],Wolves,The Life Of Pablo,301.586,75,2016,432hUIl3ISDeytYW5XBQ5h
6321,['The Cars'],Misfit Kid - 2016 Remaster,The Elektra Years 1978 - 1987,272.08,8,2016,5k16ZY4qvQX85mENFTySJv
6322,['Lil Uzi Vert'],Do What I Want,The Perfect LUV Tape,175.203,71,2016,4IWGnyOHDrVZEtPWfs4s7q
6323,['Twisted Sister'],The Beast - 2016 Remaster,The Best of the Atlantic Years,212.76,15,2016,0TNKB8qBCMSqTysCnZCkFJ
6324,"[""Olivia O'Brien""]",hate u love u,hate u love u,175.466,79,2016,6ATgDc6e4sPn84hvJsAmPt
6325,['Genix'],XO (Mix Cut),A State Of Trance Year Mix 2016 (Mixed by Armin van Buuren),45.0,10,2016,0hNCgQvxgS3GHfP2P8cX3j
6326,['Travis Scott'],beibs in the trap,Birds In The Trap Sing McKnight,213.863,74,2016,0ESJlaM8CE1jRWaNtwSNj8
6327,['ABSRDST'],Diddy Kong + The Red Army,2016 Was 666 Years Ago,207.49,10,2016,3j4bcu4AGouqte3EN7Xx3H
6328,['Eric Bellinger'],Drive By,Eric B for President: Term 1,178.587,72,2016,1kEINOBYcSCQ5RwkP65g2A
6329,['The Cars'],Don't Tell Me No - 2016 Remaster,The Elektra Years 1978 - 1987,242.88,8,2016,0xeLuaE6LtNJKmMwqZftaf
6330,['Drake'],Fire & Desire,Views,238.12,73,2016,4BhGTc3Cgay2U1QcTS7vQe
6331,['The Cars'],It's Not the Night - 2016 Remaster,The Elektra Years 1978 - 1987,228.76,8,2016,1RWTXgkYId5MwIiuoFb3Mi
6332,['Hailee Steinfeld'],Love Myself,HAIZ,218.773,75,2016,36phXHOKx8rO7CMp2vNX4x
6333,['The Cars'],This Could Be Love - 2016 Remaster,The Elektra Years 1978 - 1987,266.746,7,2016,1Ib9WXY7TNHWl5Aq8DAf9U
6334,['Billie Eilish'],Six Feet Under,Six Feet Under,189.613,78,2016,2VlLbhGLVJgdOW7kKdWWFc
6335,['Twisted Sister'],Come Out and Play - 2016 Remaster,The Best of the Atlantic Years,304.44,14,2016,04BKIIm965MkiTv4PHXplo
6336,"['Young Thug', 'Travis Scott']",pick up the phone,Birds In The Trap Sing McKnight,252.256,74,2016,20dP2DaMHIAmwWAbp7peSr
6337,['Twisted Sister'],I Am (I'm Me) - 2016 Remaster,The Best of the Atlantic Years,214.653,16,2016,1MAwBHqzi9Gx2JZvjx01BX
6338,['Charlie Puth'],One Call Away,Nine Track Mind,194.453,70,2016,7soJgKhQTO8hLP2JPRkL5O
6339,['Twisted Sister'],The Kids Are Back - 2016 Remaster,The Best of the Atlantic Years,198.12,15,2016,4Fuzs29FFtXRe5nxrcoBGX
6340,['Panic! At The Disco'],Don't Threaten Me with a Good Time,Death of a Bachelor,213.093,73,2016,2fh3bZ8jZhMxOcfESE9nQY
6341,['Bonnie Raitt'],Under the Falling Sky - 2008 Remaster,Playlist: The Best of the Warner Bros. Years (2016 Remaster),225.626,11,2016,2MudJh6sibKdHM0iUUhQae
6342,['Haley Reinhart'],Can't Help Falling in Love,Better,173.174,77,2016,6yIHGmQLJxWAUZ1ZkENemN
6343,['Bonnie Raitt'],I'm Blowin' Away - 2008 Remaster,Playlist: The Best of the Warner Bros. Years (2016 Remaster),205.906,11,2016,2VgVrf2XT4kmJePzaFqjIw
6344,['Marc E. Bassy'],Morning,Groovy People,206.08,72,2016,54Yappwod1fELR5zb2gDBn
6345,['4 Strings'],Sunset Aftermath (Mix Cut),A State Of Trance Year Mix 2016 (Mixed by Armin van Buuren),71.626,9,2016,0uNu1od3loOV7AcvdvGGtH
6346,['Lil Yachty'],One Night,Lil Boat,243.269,71,2016,40yJGQyEaBbIkXpwMFkXip
6347,['ABSRDST'],Dido Song on the Radio,2016 Was 666 Years Ago,220.094,11,2016,15YKmxFnpD0UUwQ4c3Tudi
6348,"['DJ Snake', 'Bipolar Sunshine']",Middle,Encore,220.573,80,2016,0g5EKLgdKvNlln7TNqBByK
6349,['LADYBABY'],OVERTURE OVERSEA,ONE YEAR BEST ~2015-2016~,149.4,16,2016,1fTni3c0ee2RnUmsiBe96u
6350,['MAX'],Lights Down Low,Hell's Kitchen Angel,223.846,69,2016,5A6BJLZArq1MPjsnmcuk5f
6351,['Bonnie Raitt'],My First Night Alone Without You - 2008 Remaster,Playlist: The Best of the Warner Bros. Years (2016 Remaster),183.2,11,2016,4e440gcHZhZHn5Wau5aDeR
6352,['Dierks Bentley'],Somewhere On A Beach,Black,197.12,70,2016,5CG9Ps5ynNjpKJHmwc95pa
6353,['Bonnie Raitt'],Good Enough - 2008 Remaster,Playlist: The Best of the Warner Bros. Years (2016 Remaster),176.333,10,2016,1nlXJtomSiKmNlizhfgOew
6354,"['Mustard', 'Quavo', 'YG']",Want Her,Cold Summer,275.56,73,2016,4zrwPfq5ENLzjq41Txs2HR
6355,['The Cars'],Down Boys - 2016 Remaster,The Elektra Years 1978 - 1987,187.026,7,2016,6IC1AAh8IAxBc5Wmby63ZL
6356,['Mitski'],Your Best American Girl,Puberty 2,212.183,74,2016,7g5qe8VITjr13RIe8uM2p6
6357,['Aron Shorty'],Street Warrior,Battle Of The Year 2016 - The Soundtrack,152.426,36,2016,5C31ci5ln2tHbGcX0pHsB0
6358,['Palace'],Live Well,So Long Forever,249.84,73,2016,2H30WL3exSctlDC9GyRbD4
6359,['The Cars'],Getting Through - 2016 Remaster,The Elektra Years 1978 - 1987,157.946,6,2016,2s5sadxXINdi0VvTpUYwgu
6360,['Kanye West'],Saint Pablo,The Life Of Pablo,372.113,74,2016,1o0kWPueYo94LIjPYOE5Nf
6361,['The Cars'],I Refuse - 2016 Remaster,The Elektra Years 1978 - 1987,195.88,7,2016,2TxMMIOF2H6WIYwp6Mu0Op
6362,"['Kanye West', 'Gucci Mane', 'Big Sean', '2 Chainz', 'Travis Scott', 'Yo Gotti', 'Quavo', 'Desiigner']",Champions,Champions,334.253,73,2016,2nBI3iWLhupR7LyAJ5GGkE
6363,['Cosmic Gate'],am2pm (Mix Cut),A State Of Trance Year Mix 2016 (Mixed by Armin van Buuren),75.026,9,2016,0IDy7bYBO0GGib1Tn5OD3H
6364,['Lady Gaga'],Million Reasons,Joanne (Deluxe),205.28,80,2016,7dZ1Odmx9jWIweQSatnRqo
6365,['Tanya Chua'],Where I Belong,My August 9th - 50 Wonderful Years (2016 Edition),183.16,28,2016,0u0a0p4hWefiy09bYqzZ2A
6366,"['Mac Miller', 'Ty Dolla $ign']",Cinderella (feat. Ty Dolla $ign),The Divine Feminine,480.186,72,2016,2lpygKqzPFtItQ4ss3cgfb
6367,"['Taufik Batisah', 'Rui En']",Reach Out For The Skies,My August 9th - 50 Wonderful Years (2016 Edition),174.826,25,2016,7phKkEWEipo3sDrZJiG9uJ
6368,['Kevin Gates'],Time for That,Islah (Deluxe),208.44,69,2016,1gZNqH0rDxD1mXLeul1Qq7
6369,['The Cars'],Think It Over - 2016 Remaster,The Elektra Years 1978 - 1987,296.053,7,2016,4Ske7Sp8khm6qI8KRw3E8p
6370,['Kanye West'],Pt. 2,The Life Of Pablo,130.293,73,2016,1Wsbr1d2BouNGk2q92mIj7
6371,['The Cars'],Looking for Love - 2016 Remaster,The Elektra Years 1978 - 1987,231.546,7,2016,05RbCFmsP8ooDO667xvmjm
6372,['Drake'],Childs Play,Views,241.4,71,2016,3NxAG2ni1lLa8RKL6a0INc
6373,['The Cars'],Leave or Stay - 2016 Remaster,The Elektra Years 1978 - 1987,176.56,7,2016,3Tlzir9Xn7Lzhhtrnj2iD2
6374,['Frank Ocean'],Solo,Blonde,257.38,73,2016,35xSkNIXi504fcEwz9USRB
6375,['The Cars'],Up and Down - 2016 Remaster,The Elektra Years 1978 - 1987,217.346,7,2016,3a6YPMxzm8pjAnoxJnKywu
6376,['Father John Misty'],Real Love Baby,Real Love Baby,189.293,71,2016,0Z57YWES04xGh3AImDz6Qr
6377,['The Cars'],Running to You - 2016 Remaster,The Elektra Years 1978 - 1987,201.626,6,2016,52IPiFmo5oBAunWiSPJPHc
6378,"['Young Thug', 'Travis Scott']",pick up the phone,pick up the phone,252.262,73,2016,4GXl8l1MfZPf2GvpyRPJBf
6379,['The Cars'],Wound Up on You - 2016 Remaster,The Elektra Years 1978 - 1987,300.306,7,2016,71cGwVYE9ETtYjfvHra1SX
6380,['$uicideboy$'],O Pana!,Eternal Grey,128.417,71,2016,0cQvicmQo8syJ2Zv8aYDfN
6381,['The Cars'],Coming Up on You - 2016 Remaster,The Elektra Years 1978 - 1987,258.8,7,2016,3q4U3GnK43ThBuXVV1GdNf
6382,"['Big Sean', 'Chance the Rapper', 'Jeremih']",Living Single,Living Single,276.346,71,2016,36xxq7VDZZsGwARsn6Clo7
6383,['The Cars'],You Wear Those Eyes - 2016 Remaster,The Elektra Years 1978 - 1987,297.8,7,2016,61QtqSMfb0YcJk7PWUaaR8
6384,['Vacations'],Relax,Vibes,158.573,72,2016,5TuTHrKzN6NweeQaKkBNb7
6385,['ABSRDST'],Funniest Moments,2016 Was 666 Years Ago,160.007,9,2016,64KTI817YbPEFP18CgL9eJ
6386,['Saint Motel'],Sweet Talk,saintmotelevision,192.04,71,2016,6kcHg7XL6SKyPNd78daRBL
6387,['Stratovarius'],A Million Light Years Away - Remastered 2016,Best Of,320.0,5,2016,7l0mMlqwaNSw9pYOyyQtUT
6388,"['Ella Mai', 'Ty Dolla $ign']",She Don't (feat. Ty Dolla $Ign),Time,264.097,73,2016,01JPQ87UHeGysPVwTqMJHK
6389,['Karma Kid'],Man Of The Year,TheSoundYouNeed Summer 2016,230.786,13,2016,4UwxdsAAbjBihfjULRi22p
6390,['Panic! At The Disco'],Victorious,Death of a Bachelor,178.6,72,2016,6od5hFv9IT5JHc7NEF9HRv
6391,"['FEEL', 'Alexandra Badoi', 'Frainbreeze']",Did We Feel (Mix Cut) - Frainbreeze Progressive Dub Mix,A State Of Trance Year Mix 2016 (Mixed by Armin van Buuren),33.21,8,2016,7KC0WFFEs69nwRFdyDYUwd
6392,['Morgan Wallen'],Chain Smokin',Chain Smokin',222.133,69,2016,1PTQ22h4JKA2u6BTbuZ5Oc
6393,['Andrew Rayel'],Epiphany (Mix Cut),A State Of Trance Year Mix 2016 (Mixed by Armin van Buuren),81.213,9,2016,0fQC6p3yAG4a3f1M7NOahG
6394,"['Miguel', 'Tame Impala']",waves - Tame Impala Remix,Rogue Waves,253.346,71,2016,3lB0GMiI5KxDbTOG8V3bOx
6395,['Funky Boogie Brothers'],Tigerz Attack,Battle Of The Year 2016 - The Soundtrack,213.266,19,2016,5Nyri0V1yQtpmen7tfjweI
6396,['Panic! At The Disco'],Emperor's New Clothes,Death of a Bachelor,158.666,73,2016,3px2rAPu74ltbkf9eZsZ8h
6397,"['Masters & Nickson', 'Justine Suissa', 'Robert Nickson']",Out There (Mix Cut) - Robert Nickson 2016 Remix,A State Of Trance Year Mix 2016 (Mixed by Armin van Buuren),114.626,5,2016,1GFOcCbukE13zfVXR1FeyT
6398,['Dan + Shay'],From the Ground Up,Obsessed,253.933,70,2016,0lQJBl9YEsoMtE8D4yTE9g
6399,['Twisted Sister'],What You Don't Know (Sure Can Hurt You) - 2016 Remaster,The Best of the Atlantic Years,286.253,14,2016,0sUfpqoltKnpUObSxApSPh
6400,"['The Weeknd', 'Lana Del Rey']",Stargirl Interlude,Starboy,111.64,74,2016,4EDijkJdHBZZ0GwJ12iTAj
6401,['Stefanie Sun'],一起走過 (Chinese Version),My August 9th - 50 Wonderful Years (2016 Edition),246.293,24,2016,4ck50gDHjITHUGba3a9RCj
6402,"['Nick Jonas', 'Tove Lo']",Close,Last Year Was Complicated,234.213,74,2016,3lSDIJ2abCrOdDJ6pshUap
6403,['53A'],Tomorrow's Here Today,My August 9th - 50 Wonderful Years (2016 Edition),202.51,25,2016,6cHJBXRYMS2vCPeO2IaSKY
6404,['Post Malone'],No Option,Stoney (Deluxe),179.826,72,2016,6M0IsaUX4GNyto4niSegfI
6405,['Rodg'],High On Life (Mix Cut),A State Of Trance Year Mix 2016 (Mixed by Armin van Buuren),75.037,8,2016,64WzP5D4nMYpDGgwziuxwS
6406,['Shakey Graves'],Tomorrow,Tomorrow,240.586,70,2016,47KDDZgFiX1w6RFOuLXsSn
6407,"['Andrew Rayel', 'Digital X', 'Sylvia Tosun']",Winterburn (Mix Cut),A State Of Trance Year Mix 2016 (Mixed by Armin van Buuren),62.773,8,2016,4sB39XXEDPSh52ooubPLky
6408,['Kevin Gates'],Hard For,Islah (Deluxe),247.6,69,2016,0YSTRuZ7elW9CEBfZJW5Js
6409,"['Armin van Buuren', 'Lyrica Anderson', 'Arston']",Gotta Be Love (Mix Cut) - Arston Remix,A State Of Trance Year Mix 2016 (Mixed by Armin van Buuren),112.506,8,2016,4A1923p2EupiKsQhYx0TFy
6410,['Seafret'],Atlantis,Tell Me It's Real (Expanded Edition),229.173,80,2016,1Fid2jjqsHViMX6xNH70hE
6411,"['Armin van Buuren', 'Angel Taylor']",Make It Right (Mix Cut),A State Of Trance Year Mix 2016 (Mixed by Armin van Buuren),60.24,8,2016,06l0GNAe3t1Wu1httPeKdh
6412,"[""Opetaia Foa'i"", 'Lin-Manuel Miranda']",We Know The Way,Moana (Original Motion Picture Soundtrack/Deluxe Edition),141.413,71,2016,6YH2r9NyEJTjlRmKOCvxgJ
6413,"['Denis Kenzo', 'Sveta B.']",Sunshine Blue (Mix Cut),A State Of Trance Year Mix 2016 (Mixed by Armin van Buuren),73.84,8,2016,2g7lhEZlIULMYq5pF3bgiB
6414,['Grupo Codiciado'],Gente De Accionar,Si Lo Digo Es Porque Puedo,172.297,76,2016,3ZpajXo0KgjHw5WSMMIDfy
6415,"['Chicane', 'Moya Brennan', 'Kryder']",Saltwater (Mix Cut) - Kryder Remix,A State Of Trance Year Mix 2016 (Mixed by Armin van Buuren),45.706,8,2016,4YYDJ5v2veXFsFnC2kHNLC
6416,['Banda MS de Sergio Lizárraga'],Me Vas a Extrañar,Que Bendición,176.8,76,2016,2yS8aYWXEWJ1NlZ7VPDroT
6417,['Super8 & Tab'],Mega (Mix Cut),A State Of Trance Year Mix 2016 (Mixed by Armin van Buuren),60.0,8,2016,3N7N6JAlFn0fzH56uiHNac
6418,['Elevation Worship'],O Come to the Altar (Live),Here As In Heaven,349.586,71,2016,1lEk3U3MzbDeL5MNHkE9JU
6419,"['Cosmic Gate', 'Eric Lumiere']",Edge Of Life (Mix Cut),A State Of Trance Year Mix 2016 (Mixed by Armin van Buuren),45.0,8,2016,2gt5G7UbmKnYgdToFebzzD
6420,"['Saba', 'Jean Deaux']",Photosynthesis,Bucket List Project,201.732,71,2016,3DlgDXIYtnWtJKiB8bZQMv
6421,['Kyau & Albert'],Memory Lane (Mix Cut),A State Of Trance Year Mix 2016 (Mixed by Armin van Buuren),73.866,8,2016,4y0sGoLW6WrLmilJQ9EzcS
6422,"['Taylor Ray Holbrook', 'Upchurch']",Southern Land,Southern Land,222.093,68,2016,2bX3Cb6QE8OetYBwJKnd0o
6423,"['Ana Criado', 'Denis Kenzo']",Beautiful Creature (Mix Cut),A State Of Trance Year Mix 2016 (Mixed by Armin van Buuren),73.4,8,2016,3vWewPUsHjOI1oDUkfr31h
6424,['Alessia Cara'],How Far I'll Go - Alessia Cara Version,Moana (Original Motion Picture Soundtrack/Deluxe Edition),175.506,70,2016,1ehPJRt49h6N0LoryqKZXq
6425,"['Andrew Rayel', 'Kristina Antuna']",Once In A Lifetime Love (Mix Cut),A State Of Trance Year Mix 2016 (Mixed by Armin van Buuren),58.652,8,2016,6DnnkmmK98wUvCiANrwpIy
6426,['Billie Eilish'],ocean eyes,Ocean Eyes,200.56,69,2016,2uIX8YMNjGMD7441kqyyNU
6427,"['Denis Kenzo', 'Alexandra Badoi']",More Time (Mix Cut),A State Of Trance Year Mix 2016 (Mixed by Armin van Buuren),87.706,8,2016,04Ma8ncYToScTkpUHg5Emy
6428,['Beyoncé'],Hold Up,Lemonade,221.093,74,2016,0rzNMzZsubFcXSEh7dnem7
6429,['The Cars'],Go Away - 2016 Remaster,The Elektra Years 1978 - 1987,278.773,10,2016,3RefxTynF5pg9ILAcvbdhM
6430,['Kehlani'],Gangsta,Suicide Squad: The Album,177.028,77,2016,1W7zkKgRv9mrLbfdQ8XyH3
6431,['Jamrud'],Ningrat,Greatest Hits (20 Years Anniversary 1996-2016),283.0,14,2016,4ssY0I3rvwLMw5OM814y7A
6432,['Travis Scott'],sdp interlude,Birds In The Trap Sing McKnight,191.622,72,2016,4gh0ZnHzaTMT1sDga7Ek0N
6433,['The Cars'],Maybe Baby - 2016 Remaster,The Elektra Years 1978 - 1987,305.746,6,2016,48es4b0yzC8efc1YXOT1QS
6434,['J. Cole'],She's Mine Pt. 1,4 Your Eyez Only,209.08,70,2016,0HtOJj7Kl74s1Ngf3MWeif
6435,['Jamrud'],Telat 3 Bulan,Greatest Hits (20 Years Anniversary 1996-2016),246.28,14,2016,6iPGXKtdEu7LWpuqyU8C88
6436,"['The Weeknd', 'Kendrick Lamar']",Sidewalks,Starboy,231.36,74,2016,4h90qkbnW1Qq6pBhoPvwko
6437,['The Cars'],Fine Line - 2016 Remaster,The Elektra Years 1978 - 1987,322.88,7,2016,1ZTHP9HD7blynk7K6kLLoe
6438,"['Kodak Black', 'PnB Rock']",Too Many Years,Lil Big Pac,196.336,70,2016,7KyTq7H5f3Oavmuo9TX6QK
6439,['The Cars'],Door to Door - 2016 Remaster,The Elektra Years 1978 - 1987,199.466,6,2016,6MocEG2puaHtUpsyL9iXgS
6440,['Mac DeMarco'],Another (Demo) One #2,Another (Demo) One,166.833,71,2016,1LF3HPHVajnRT1mPCOqfOF
6441,['Twisted Sister'],Sin After Sin - 2016 Remaster,The Best of the Atlantic Years,204.826,11,2016,3vg8qK4KXJShxh5gOUUFFP
6442,"['Kungs', ""Cookin' On 3 Burners""]",This Girl (Kungs Vs. Cookin' On 3 Burners),Layers,195.546,81,2016,1A8j067qyiNwQnZT0bzUpZ
6443,"['Johann Strauss II', 'Mariss Jansons', 'Wiener Philharmoniker']","Kaiser-Walzer, Op. 437",New Year's Concert 2016 / Neujahrskonzert 2016,692.866,21,2016,58CCDOR368wloG2pMCcNt3
6444,['Ellie Goulding'],"Still Falling For You - From ""Bridget Jones's Baby""","Still Falling For You (From ""Bridget Jones's Baby"" Original Motion Picture Soundtrack)",240.867,78,2016,3odrUVQ9tvRpkC9II2oWzx
